NR;Geschlecht;Alter;Nielsen;Bundesland;Arbeitsstatus;Kinder im Haushalt (<18);Haushaltsgröße;Haushaltsnettoeinkommen;Familienstand;Berufs- / Akademische Bildung;Schulbildung;Urban (>100k Einw.);Land;1. Welche der folgenden Getränke trinkst Du zumindest gelegentlich?:Saft;1. Welche der folgenden Getränke trinkst Du zumindest gelegentlich?:Kaffee;1. Welche der folgenden Getränke trinkst Du zumindest gelegentlich?:Milch;1. Welche der folgenden Getränke trinkst Du zumindest gelegentlich?:Vegane Milch;1. Welche der folgenden Getränke trinkst Du zumindest gelegentlich?:Cola;1. Welche der folgenden Getränke trinkst Du zumindest gelegentlich?:Eistee;1. Welche der folgenden Getränke trinkst Du zumindest gelegentlich?:Tee;1. Welche der folgenden Getränke trinkst Du zumindest gelegentlich?:Nichts davon;2. Wie häufig trinkst Du Saft?;3. Welche der folgenden Saftgeschmacksrichtungen würdest du wahrscheinlich oder sehr wahrscheinlich kaufen?:Apfel;3. Welche der folgenden Saftgeschmacksrichtungen würdest du wahrscheinlich oder sehr wahrscheinlich kaufen?:Karotte;3. Welche der folgenden Saftgeschmacksrichtungen würdest du wahrscheinlich oder sehr wahrscheinlich kaufen?:Mango;3. Welche der folgenden Saftgeschmacksrichtungen würdest du wahrscheinlich oder sehr wahrscheinlich kaufen?:Pfirsich;3. Welche der folgenden Saftgeschmacksrichtungen würdest du wahrscheinlich oder sehr wahrscheinlich kaufen?:Kirsche;3. Welche der folgenden Saftgeschmacksrichtungen würdest du wahrscheinlich oder sehr wahrscheinlich kaufen?:Kirsch-Banane;3. Welche der folgenden Saftgeschmacksrichtungen würdest du wahrscheinlich oder sehr wahrscheinlich kaufen?:Schwarze Johannisbeere;3. Welche der folgenden Saftgeschmacksrichtungen würdest du wahrscheinlich oder sehr wahrscheinlich kaufen?:Orange;3. Welche der folgenden Saftgeschmacksrichtungen würdest du wahrscheinlich oder sehr wahrscheinlich kaufen?:Passionsfrucht;3. Welche der folgenden Saftgeschmacksrichtungen würdest du wahrscheinlich oder sehr wahrscheinlich kaufen?:Rhabarber;3. Welche der folgenden Saftgeschmacksrichtungen würdest du wahrscheinlich oder sehr wahrscheinlich kaufen?:Keine davon
817;m;61;7;Sachsen;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;3000€ bis 4000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;0;DEU;1;1;0;0;1;0;1;0;Alle 2-3 Wochen;0;0;0;0;1;0;1;0;0;0;0
818;m;47;5;Berlin;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;3000€ bis 4000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Realschulabschluss;1;DEU;1;1;1;0;1;1;1;0;Mehrmals am Tag;0;0;0;1;1;1;0;1;0;0;0
819;f;48;5;Berlin;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;<1000€;Single / Ledig;(Noch) kein Abschluss;Hauptschulabschluss;1;DEU;0;1;0;0;1;0;1;0;-;-;-;-;-;-;-;-;-;-;-;-
820;f;45;7;Sachsen;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;<1000€;Single / Ledig;Lehre / Ausbilung;Realschulabschluss;0;DEU;1;1;0;0;0;0;1;0;Ein Mal pro Woche;0;0;0;0;0;0;1;1;1;1;0
821;m;31;1;Hamburg;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;4000€ bis 5000€;In einer Beziehung;Lehre / Ausbilung;Abitur / Fachabitur;1;DEU;1;0;0;0;1;0;0;0;Seltener;-;-;-;-;-;-;-;-;-;-;-
822;m;64;1;Niedersachsen;in Rente;Min. ein Kind (<18) im Haushalt;3 Personen;2000€ bis 3000€;Single / Ledig;(Noch) kein Abschluss;Hauptschulabschluss;0;DEU;1;1;0;0;1;0;0;0;Ein Mal pro Woche;1;0;1;1;1;1;0;1;0;0;0
823;m;42;5;Berlin;in Rente;Keine Kinder (<18) im Haushalt;1 Person;1000€ bis 2000€;Single / Ledig;Lehre / Ausbilung;Realschulabschluss;1;DEU;0;1;0;0;0;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-
824;m;18;3a;Hessen;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;3 Personen;<1000€;In einer Beziehung;Universitärer Abschluss;Realschulabschluss;0;DEU;1;0;0;0;1;0;0;0;Ein Mal pro Woche;0;0;0;0;0;0;0;1;0;0;0
825;f;38;1;Niedersachsen;Nicht erwerbstätig;Min. ein Kind (<18) im Haushalt;Mehr als 4 Personen;1000€ bis 2000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Realschulabschluss;0;DEU;1;0;1;0;1;1;1;0;Ein Mal am Tag;1;0;0;0;0;0;0;1;0;0;0
826;m;51;2;Nordrhein-Westfalen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;2 Personen;2000€ bis 3000€;In einer Beziehung;Lehre / Ausbilung;Realschulabschluss;0;DEU;1;1;1;0;1;0;1;0;Ein Mal am Tag;1;0;1;1;1;1;1;1;0;0;0
827;m;46;3a;Saarland;Nicht erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;<1000€;Single / Ledig;Universitärer Abschluss;Realschulabschluss;0;DEU;1;0;0;0;0;0;0;0;Ein Mal pro Woche;0;0;0;1;0;0;0;0;1;0;0
828;f;40;4;Bayern;Nicht erwerbstätig;Min. ein Kind (<18) im Haushalt;Mehr als 4 Personen;<1000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Realschulabschluss;0;DEU;1;1;1;0;1;1;1;0;Mehrmals am Tag;1;0;0;0;1;1;0;0;0;0;0
829;m;27;4;Bayern;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;1000€ bis 2000€;In einer Beziehung;Lehre / Ausbilung;Realschulabschluss;0;DEU;1;1;1;0;0;1;0;0;Alle 2-3 Tage;0;1;1;1;1;0;0;0;0;0;0
830;f;58;4;Bayern;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;2000€ bis 3000€;Single / Ledig;Universitärer Abschluss;Abitur / Fachabitur;1;DEU;1;1;1;0;0;0;1;0;Alle 2-3 Tage;1;1;1;0;1;0;1;1;0;1;0
831;m;17;3a;Hessen;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;4 Personen;>5000€;Single / Ledig;(Noch) kein Abschluss;Ohne Abschluss;0;DEU;1;0;1;0;1;0;0;0;Mehrmals am Tag;1;1;0;0;1;0;0;1;0;0;0
832;m;56;2;Nordrhein-Westfalen;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;<1000€;In einer Beziehung;Lehre / Ausbilung;Realschulabschluss;1;DEU;1;1;1;0;1;1;1;0;Ein Mal pro Woche;1;1;1;1;1;1;1;1;1;1;0
833;f;32;5;Berlin;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;1000€ bis 2000€;Single / Ledig;Universitärer Abschluss;Abitur / Fachabitur;1;DEU;1;1;0;1;1;1;1;0;Alle 2-3 Wochen;0;0;1;1;0;0;0;0;0;0;0
834;f;51;1;Schleswig-Holstein;Erwerbstätig;Keine Kinder (<18) im Haushalt;3 Personen;3000€ bis 4000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Realschulabschluss;0;DEU;0;1;1;0;1;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-
835;f;22;7;Thueringen;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Keine Kinder (<18) im Haushalt;2 Personen;1000€ bis 2000€;In einer Beziehung;(Noch) kein Abschluss;Abitur / Fachabitur;0;DEU;1;1;1;1;1;0;1;0;Ein Mal pro Woche;0;0;1;0;0;1;0;0;1;0;0
836;m;58;3a;Hessen;Erwerbstätig;Keine Kinder (<18) im Haushalt;3 Personen;1000€ bis 2000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Realschulabschluss;0;DEU;0;1;0;0;1;0;1;0;-;-;-;-;-;-;-;-;-;-;-;-
837;f;60;1;Schleswig-Holstein;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;>5000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Abitur / Fachabitur;0;DEU;0;1;0;0;0;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-
838;m;18;2;Nordrhein-Westfalen;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Keine Kinder (<18) im Haushalt;3 Personen;<1000€;Single / Ledig;Universitärer Abschluss;Abitur / Fachabitur;0;DEU;0;0;1;0;0;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-
839;m;56;3a;Hessen;Nicht erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;<1000€;Single / Ledig;Lehre / Ausbilung;Realschulabschluss;0;DEU;0;1;0;0;1;1;0;0;-;-;-;-;-;-;-;-;-;-;-;-
840;f;19;5;Berlin;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Keine Kinder (<18) im Haushalt;4 Personen;2000€ bis 3000€;Single / Ledig;(Noch) kein Abschluss;Realschulabschluss;1;DEU;1;1;1;1;1;1;1;0;Alle 2-3 Wochen;0;0;1;1;0;1;0;1;1;0;0
841;f;27;3a;Rheinland-Pfalz;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Keine Kinder (<18) im Haushalt;2 Personen;2000€ bis 3000€;In einer Beziehung;Lehre / Ausbilung;Abitur / Fachabitur;0;DEU;1;1;1;0;1;1;1;0;Ein Mal pro Woche;1;0;0;1;0;0;0;0;1;0;0
842;m;48;3a;Rheinland-Pfalz;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;1000€ bis 2000€;Single / Ledig;Lehre / Ausbilung;Realschulabschluss;1;DEU;1;1;1;0;1;1;0;0;Seltener;-;-;-;-;-;-;-;-;-;-;-
843;f;38;7;Sachsen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;2000€ bis 3000€;In einer Beziehung;Lehre / Ausbilung;Realschulabschluss;0;DEU;1;1;1;1;1;1;1;0;Alle 2-3 Wochen;1;1;1;1;1;1;1;1;1;1;0
844;m;44;4;Bayern;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;4000€ bis 5000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Realschulabschluss;0;DEU;1;1;1;0;1;1;0;0;Alle 2-3 Tage;0;1;1;0;1;1;1;1;0;0;0
845;m;18;3a;Rheinland-Pfalz;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Keine Kinder (<18) im Haushalt;Mehr als 4 Personen;2000€ bis 3000€;Single / Ledig;Lehre / Ausbilung;Abitur / Fachabitur;1;DEU;0;0;0;0;0;1;0;0;-;-;-;-;-;-;-;-;-;-;-;-
846;m;64;7;Sachsen;Erwerbstätig;Keine Kinder (<18) im Haushalt;3 Personen;4000€ bis 5000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;1;DEU;1;1;1;1;1;1;1;0;Ein Mal am Tag;1;0;0;0;0;0;0;1;0;0;0
847;m;32;1;Niedersachsen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;1000€ bis 2000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Realschulabschluss;0;DEU;1;1;1;1;1;1;1;0;Alle 2-3 Wochen;1;0;0;1;1;1;1;1;0;0;0
848;f;28;2;Nordrhein-Westfalen;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;3000€ bis 4000€;In einer Beziehung;Universitärer Abschluss;Hauptschulabschluss;1;DEU;0;1;0;0;1;1;1;0;-;-;-;-;-;-;-;-;-;-;-;-
849;f;17;2;Nordrhein-Westfalen;in Rente;Min. ein Kind (<18) im Haushalt;3 Personen;2000€ bis 3000€;Verheiratet / eingetragene Partnerschaft;(Noch) kein Abschluss;Hauptschulabschluss;0;DEU;0;1;0;0;1;1;1;0;-;-;-;-;-;-;-;-;-;-;-;-
850;f;51;6;Brandenburg;Erwerbstätig;Min. ein Kind (<18) im Haushalt;2 Personen;1000€ bis 2000€;In einer Beziehung;Lehre / Ausbilung;Realschulabschluss;0;DEU;1;1;0;0;1;0;1;0;Seltener;-;-;-;-;-;-;-;-;-;-;-
851;f;22;6;Brandenburg;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;3000€ bis 4000€;In einer Beziehung;Lehre / Ausbilung;Realschulabschluss;0;DEU;1;1;1;0;0;0;1;0;Alle 2-3 Tage;1;0;1;0;1;0;0;0;0;0;0
852;m;21;2;Nordrhein-Westfalen;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Keine Kinder (<18) im Haushalt;1 Person;<1000€;Single / Ledig;(Noch) kein Abschluss;Abitur / Fachabitur;1;DEU;1;0;1;0;0;0;1;0;Alle 2-3 Wochen;1;0;0;0;0;0;0;1;0;0;0
853;m;31;2;Nordrhein-Westfalen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;3000€ bis 4000€;In einer Beziehung;(Noch) kein Abschluss;Realschulabschluss;1;DEU;0;0;0;0;1;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-
854;f;54;1;Niedersachsen;Nicht erwerbstätig;Keine Kinder (<18) im Haushalt;4 Personen;1000€ bis 2000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Hauptschulabschluss;0;DEU;0;1;1;0;0;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-
855;m;39;6;Sachsen-Anhalt;Erwerbstätig;Keine Kinder (<18) im Haushalt;4 Personen;1000€ bis 2000€;Single / Ledig;Lehre / Ausbilung;Abitur / Fachabitur;0;DEU;1;1;1;1;1;1;1;0;Ein Mal pro Woche;1;0;1;1;1;1;0;1;1;0;0
856;f;43;7;Thueringen;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;<1000€;Single / Ledig;Lehre / Ausbilung;Realschulabschluss;0;DEU;1;1;0;0;1;0;0;0;Alle 2-3 Wochen;0;0;0;0;0;0;1;1;0;1;0
857;m;64;1;Hamburg;in Rente;Keine Kinder (<18) im Haushalt;2 Personen;3000€ bis 4000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Realschulabschluss;1;DEU;0;1;1;0;1;0;1;0;-;-;-;-;-;-;-;-;-;-;-;-
858;m;43;4;Bayern;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;>5000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Abitur / Fachabitur;0;DEU;1;1;1;0;1;1;1;0;Ein Mal am Tag;1;0;1;1;1;1;1;1;1;0;0
859;m;52;2;Nordrhein-Westfalen;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Keine Kinder (<18) im Haushalt;2 Personen;2000€ bis 3000€;In einer Beziehung;Lehre / Ausbilung;Hauptschulabschluss;1;DEU;1;1;1;0;1;0;0;0;Ein Mal pro Woche;1;0;0;0;1;0;0;0;0;0;0
860;f;64;4;Bayern;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;<1000€;In einer Beziehung;Lehre / Ausbilung;Realschulabschluss;0;DEU;1;1;1;0;1;0;1;0;Ein Mal pro Woche;1;0;0;0;0;0;0;1;0;0;0
861;m;36;3b;Baden-Wuerttemberg;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;1000€ bis 2000€;In einer Beziehung;Universitärer Abschluss;Abitur / Fachabitur;1;DEU;1;1;1;0;0;0;1;0;Alle 2-3 Tage;1;0;1;0;0;0;0;1;0;1;0
862;f;62;4;Bayern;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;1000€ bis 2000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Hauptschulabschluss;0;DEU;0;1;0;0;0;0;1;0;-;-;-;-;-;-;-;-;-;-;-;-
863;f;26;2;Nordrhein-Westfalen;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Min. ein Kind (<18) im Haushalt;4 Personen;<1000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Realschulabschluss;1;DEU;1;1;1;0;1;0;0;0;Alle 2-3 Tage;1;0;1;1;1;0;0;1;0;0;0
864;m;37;2;Nordrhein-Westfalen;Nicht erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;1000€ bis 2000€;In einer Beziehung;(Noch) kein Abschluss;Hauptschulabschluss;0;DEU;1;0;0;0;1;1;0;0;Mehrmals am Tag;0;0;0;1;0;0;0;0;0;0;0
865;f;35;5;Berlin;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;1000€ bis 2000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Hauptschulabschluss;1;DEU;1;1;1;1;1;1;1;0;Mehrmals am Tag;1;1;1;1;1;1;1;1;1;1;0
866;f;44;5;Berlin;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;<1000€;Single / Ledig;Lehre / Ausbilung;Realschulabschluss;1;DEU;1;1;1;0;1;1;1;0;Ein Mal pro Woche;1;1;1;1;1;1;1;1;0;0;0
867;m;60;3a;Hessen;Nicht erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;1000€ bis 2000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;0;DEU;1;1;0;0;1;1;0;0;Ein Mal pro Woche;1;1;0;0;1;0;0;1;0;1;0
868;f;38;6;Sachsen-Anhalt;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;<1000€;Verheiratet / eingetragene Partnerschaft;(Noch) kein Abschluss;Hauptschulabschluss;0;DEU;1;1;0;0;0;0;1;0;Alle 2-3 Tage;1;0;1;0;0;1;0;0;0;0;0
869;m;57;1;Schleswig-Holstein;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;>5000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Abitur / Fachabitur;0;DEU;1;1;1;1;1;0;1;0;Ein Mal pro Woche;1;0;1;0;0;0;0;1;0;1;0
870;f;47;5;Berlin;Nicht erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;<1000€;Single / Ledig;Lehre / Ausbilung;Ohne Abschluss;1;DEU;0;0;1;0;0;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-
871;f;50;2;Nordrhein-Westfalen;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;4000€ bis 5000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Hauptschulabschluss;0;DEU;1;1;1;0;0;0;1;0;Mehrmals am Tag;1;0;1;0;0;0;1;1;0;0;0
872;f;32;2;Nordrhein-Westfalen;Nicht erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;2000€ bis 3000€;In einer Beziehung;Lehre / Ausbilung;Realschulabschluss;1;DEU;0;1;1;0;1;1;1;0;-;-;-;-;-;-;-;-;-;-;-;-
873;f;25;3b;Baden-Wuerttemberg;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Keine Kinder (<18) im Haushalt;2 Personen;1000€ bis 2000€;Single / Ledig;Universitärer Abschluss;Abitur / Fachabitur;0;DEU;1;1;0;0;0;1;0;0;Ein Mal am Tag;1;0;0;0;0;0;0;0;0;0;0
874;m;36;1;Hamburg;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;2000€ bis 3000€;Single / Ledig;Universitärer Abschluss;Abitur / Fachabitur;1;DEU;1;1;0;1;0;1;0;0;Seltener;-;-;-;-;-;-;-;-;-;-;-
875;m;30;1;Hamburg;Nicht erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;1000€ bis 2000€;In einer Beziehung;(Noch) kein Abschluss;Hauptschulabschluss;1;DEU;0;0;0;0;0;0;1;0;-;-;-;-;-;-;-;-;-;-;-;-
876;m;19;1;Schleswig-Holstein;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;<1000€;Single / Ledig;Lehre / Ausbilung;Abitur / Fachabitur;0;DEU;1;1;1;0;1;1;1;0;Seltener;-;-;-;-;-;-;-;-;-;-;-
877;m;52;5;Berlin;Sonstige;Keine Kinder (<18) im Haushalt;2 Personen;<1000€;In einer Beziehung;Lehre / Ausbilung;Hauptschulabschluss;1;DEU;1;1;1;0;1;1;1;0;Alle 2-3 Wochen;1;0;1;1;1;1;0;1;0;1;0
878;m;22;1;Hamburg;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;<1000€;Single / Ledig;Lehre / Ausbilung;Realschulabschluss;1;DEU;1;1;1;1;1;1;1;0;Mehrmals am Tag;1;1;0;1;0;1;1;1;0;0;0
879;m;63;2;Nordrhein-Westfalen;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;>5000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;1;DEU;1;1;1;0;1;1;1;0;Alle 2-3 Tage;1;0;0;0;1;0;0;1;0;0;0
880;m;27;2;Nordrhein-Westfalen;Sonstige;Keine Kinder (<18) im Haushalt;1 Person;1000€ bis 2000€;In einer Beziehung;Universitärer Abschluss;Abitur / Fachabitur;1;DEU;0;0;0;0;1;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-
881;f;35;6;Sachsen-Anhalt;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;4000€ bis 5000€;In einer Beziehung;Universitärer Abschluss;Abitur / Fachabitur;1;DEU;1;1;1;1;1;1;1;0;Mehrmals am Tag;1;1;0;1;1;0;0;1;1;0;0
882;m;25;1;Niedersachsen;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;4000€ bis 5000€;Single / Ledig;Universitärer Abschluss;Abitur / Fachabitur;0;DEU;1;1;1;1;1;1;1;0;Alle 2-3 Tage;1;0;1;1;1;1;1;1;1;0;0
883;f;37;5;Berlin;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;4000€ bis 5000€;In einer Beziehung;Lehre / Ausbilung;Abitur / Fachabitur;1;DEU;1;1;1;0;1;1;1;0;Alle 2-3 Tage;1;0;1;0;0;0;0;1;0;0;0
884;f;54;2;Nordrhein-Westfalen;Erwerbstätig;Keine Kinder (<18) im Haushalt;1 Person;2000€ bis 3000€;In einer Beziehung;Universitärer Abschluss;Abitur / Fachabitur;0;DEU;1;1;0;1;0;0;1;0;Ein Mal am Tag;0;1;0;0;0;0;0;0;0;0;0
885;f;50;2;Nordrhein-Westfalen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;3000€ bis 4000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Abitur / Fachabitur;0;DEU;1;1;1;0;1;1;1;0;Alle 2-3 Tage;1;0;0;0;0;0;0;1;0;0;0
886;m;54;3b;Baden-Wuerttemberg;Erwerbstätig;Keine Kinder (<18) im Haushalt;3 Personen;3000€ bis 4000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Hauptschulabschluss;0;DEU;0;1;0;1;1;0;1;0;-;-;-;-;-;-;-;-;-;-;-;-
887;f;60;1;Schleswig-Holstein;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;2000€ bis 3000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Realschulabschluss;0;DEU;1;1;1;0;1;0;0;0;Alle 2-3 Wochen;1;0;0;0;0;1;0;0;0;0;0
888;m;55;6;Mecklenburg-Vorpommern;Erwerbstätig;Min. ein Kind (<18) im Haushalt;4 Personen;3000€ bis 4000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Realschulabschluss;0;DEU;0;0;1;0;0;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-
889;m;40;4;Bayern;Sonstige;Keine Kinder (<18) im Haushalt;1 Person;<1000€;Single / Ledig;Lehre / Ausbilung;Realschulabschluss;0;DEU;1;1;1;0;1;0;1;0;Ein Mal am Tag;0;0;1;0;0;0;0;1;1;0;0
890;f;46;1;Schleswig-Holstein;Nicht erwerbstätig;Min. ein Kind (<18) im Haushalt;Mehr als 4 Personen;2000€ bis 3000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Realschulabschluss;0;DEU;1;1;1;0;1;1;1;0;Alle 2-3 Tage;1;0;0;1;1;1;0;1;1;1;0
891;f;59;7;Thueringen;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;2000€ bis 3000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Realschulabschluss;1;DEU;1;1;0;0;1;1;1;0;Ein Mal am Tag;1;0;1;1;1;1;1;1;1;0;0
892;m;53;2;Nordrhein-Westfalen;Erwerbstätig;Keine Kinder (<18) im Haushalt;3 Personen;1000€ bis 2000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Abitur / Fachabitur;1;DEU;1;1;1;0;1;0;1;0;Mehrmals am Tag;1;0;1;1;1;1;1;1;0;0;0
893;f;57;7;Sachsen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;Mehr als 4 Personen;3000€ bis 4000€;In einer Beziehung;Universitärer Abschluss;Abitur / Fachabitur;0;DEU;1;1;1;1;1;0;1;0;Ein Mal pro Woche;1;0;1;1;1;1;1;1;1;0;0
894;m;45;4;Bayern;Erwerbstätig;Keine Kinder (<18) im Haushalt;3 Personen;4000€ bis 5000€;Single / Ledig;Lehre / Ausbilung;Realschulabschluss;1;DEU;1;1;1;0;1;0;1;0;Ein Mal pro Woche;1;1;1;0;1;1;1;1;1;0;0
895;m;37;2;Nordrhein-Westfalen;Erwerbstätig;Min. ein Kind (<18) im Haushalt;Mehr als 4 Personen;2000€ bis 3000€;Verheiratet / eingetragene Partnerschaft;Universitärer Abschluss;Abitur / Fachabitur;1;DEU;1;1;0;0;1;0;0;0;Ein Mal am Tag;0;1;0;1;0;1;0;1;0;0;0
896;m;25;2;Nordrhein-Westfalen;SchülerIn / StudentIn / In der Ausbildung (Azubi/Lehrling);Keine Kinder (<18) im Haushalt;1 Person;1000€ bis 2000€;Single / Ledig;Universitärer Abschluss;Abitur / Fachabitur;1;DEU;1;1;1;0;1;1;1;0;Alle 2-3 Tage;1;1;1;1;0;1;0;1;0;0;0
897;f;26;2;Nordrhein-Westfalen;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;4000€ bis 5000€;Single / Ledig;(Noch) kein Abschluss;Realschulabschluss;0;DEU;0;1;1;0;0;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-
898;f;49;6;Mecklenburg-Vorpommern;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;3000€ bis 4000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Abitur / Fachabitur;0;DEU;0;1;1;0;1;0;1;0;-;-;-;-;-;-;-;-;-;-;-;-
899;f;35;2;Nordrhein-Westfalen;Nicht erwerbstätig;Min. ein Kind (<18) im Haushalt;3 Personen;<1000€;Verheiratet / eingetragene Partnerschaft;Lehre / Ausbilung;Realschulabschluss;0;DEU;1;1;1;0;1;0;1;0;Seltener;-;-;-;-;-;-;-;-;-;-;-
900;m;25;1;Niedersachsen;Nicht erwerbstätig;Min. ein Kind (<18) im Haushalt;1 Person;<1000€;Single / Ledig;Universitärer Abschluss;Realschulabschluss;1;DEU;0;0;0;0;1;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-
901;m;50;6;Brandenburg;Erwerbstätig;Keine Kinder (<18) im Haushalt;2 Personen;3000€ bis 4000€;In einer Beziehung;Lehre / Ausbilung;Realschulabschluss;1;DEU;1;1;1;0;1;1;1;0;Alle 2-3 Tage;1;0;0;1;0;0;0;1;0;0;0
